game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
299bf6b2-b4ca-4fad-81c6-e81cee7bb724,238,Rated rapid game,https://lichess.org/3WG8tPfa,2024.01.17,?,revh,MartinRichard,1-0,1849,+5,1834,-6,,,revh,1849,MartinRichard,1834,15,C41,Normal,600+0,2024.01.17,20:57:30,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
95dafcc6-ab15-4ad7-93c2-bb12e60829a2,239,Rated rapid game,https://lichess.org/D1AAESLe,2024.01.17,?,revh,jemichiane,1-0,1843,+6,1806,-5,,,revh,1843,jemichiane,1806,37,C70,Time forfeit,600+0,2024.01.17,20:38:35,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
215403c5-ed3c-4df2-bee0-7fe4f3b9ff70,240,Rated rapid game,https://lichess.org/ymNnmfcD,2024.01.17,?,rajaonn,revh,1/2-1/2,1888,-1,1842,+1,,,draw,,draw,,0,C70,Normal,600+0,2024.01.17,20:21:26,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
035833ea-a701-454d-a15c-76cca7f617f4,241,Rated rapid game,https://lichess.org/uoQZlJvX,2024.01.16,?,revh,susantidad29,0-1,1848,-6,1878,+5,,,susantidad29,1878,revh,1848,30,B18,Normal,600+0,2024.01.16,20:11:50,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
cb99a9bb-d586-43cd-b25b-b72f85825f1b,242,Rated rapid game,https://lichess.org/yavVrPqc,2024.01.16,?,stifh,revh,1-0,1840,+6,1854,-6,,,stifh,1840,revh,1854,-14,C70,Normal,600+0,2024.01.16,20:01:44,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
e4dfb13c-ee9e-44c8-88c0-bf1440a85988,243,Rated rapid game,https://lichess.org/BlytWL9N,2024.01.16,?,revh,ilirgashi,0-1,1861,-7,1848,+6,,,ilirgashi,1848,revh,1861,-13,B40,Normal,600+0,2024.01.16,19:58:37,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
a5e47ee3-526b-4d55-aa0e-968c315cf959,244,Rated rapid game,https://lichess.org/NUe3GXCm,2024.01.16,?,revh,Drina2023,1/2-1/2,1862,-1,1783,+2,,,draw,,draw,,0,C60,Normal,600+0,2024.01.16,19:42:21,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
297727a0-a76c-4c28-b078-fbc67a49216d,245,Rated rapid game,https://lichess.org/An1ZDKgW,2024.01.16,?,grrtthll,revh,1-0,1875,+6,1868,-6,,,grrtthll,1875,revh,1868,7,C54,Normal,600+0,2024.01.16,19:31:47,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
4edfbb50-6ed0-4b91-bcaa-9fbdbcd0d3d4,246,Rated rapid game,https://lichess.org/h8rdv4Mi,2024.01.12,?,Marcala1980,revh,0-1,1828,-5,1863,+5,,,revh,1863,Marcala1980,1828,35,C20,Normal,600+0,2024.01.12,16:48:52,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
3d8c72d9-6d40-47d5-8a18-033cb1b7012e,247,Rated rapid game,https://lichess.org/URC87ZDS,2024.01.12,?,revh,forkmasterX,0-1,1869,-6,1881,+6,,,forkmasterX,1881,revh,1869,12,B18,Normal,600+0,2024.01.12,16:40:50,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
bbcaf506-91c8-4ec7-be0b-9160ce90577d,248,Rated rapid game,https://lichess.org/Rj0pIKDI,2024.01.11,?,IGORMANKOVICH,revh,1-0,1799,+7,1876,-7,,,IGORMANKOVICH,1799,revh,1876,-77,A46,Normal,600+0,2024.01.11,22:43:57,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
04b20910-1bb6-45e5-b1c8-eaad5685e2c6,249,Rated rapid game,https://lichess.org/6NQXgPkt,2024.01.11,?,revh,Bahtiyor11,0-1,1882,-6,1894,+6,,,Bahtiyor11,1894,revh,1882,12,B00,Normal,600+0,2024.01.11,22:31:18,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
6430f520-590a-4976-a75a-6324ea379ecd,250,Rated rapid game,https://lichess.org/EbtB7eqo,2024.01.11,?,RyderTheherothestar,revh,1-0,1888,+6,1888,-6,,,RyderTheherothestar,1888,revh,1888,0,A45,Normal,600+0,2024.01.11,22:20:01,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
fb5cf987-8dcb-4ee1-9485-735ef155be65,251,Rated rapid game,https://lichess.org/bPlntIpG,2024.01.11,?,revh,harcos212,1-0,1882,+6,1876,-6,,,revh,1882,harcos212,1876,6,C01,Normal,600+0,2024.01.11,21:47:54,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
11f6a75b-4634-4e0f-a74d-eca29a4c3ddf,252,Rated rapid game,https://lichess.org/C9K28F08,2024.01.11,?,Ph-il-in,revh,0-1,1813,-4,1877,+5,,,revh,1877,Ph-il-in,1813,64,C21,Normal,600+0,2024.01.11,20:23:24,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
0b094306-1a2d-42e0-a30b-27374d070fa3,253,Rated rapid game,https://lichess.org/8aNOz6FR,2024.01.11,?,dpvrkb,revh,0-1,1856,-6,1870,+7,,,revh,1870,dpvrkb,1856,14,D38,Normal,600+0,2024.01.11,20:19:54,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
d7250500-d1c8-4c18-87e4-7403352e930f,254,Rated rapid game,https://lichess.org/AFtLXzfS,2024.01.11,?,revh,GoldenPorkchop,1-0,1863,+7,1885,-6,,,revh,1863,GoldenPorkchop,1885,-22,C64,Time forfeit,600+0,2024.01.11,20:13:13,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
281a7bff-3802-48a7-a400-7d00ecc434e2,255,Rated rapid game,https://lichess.org/WiRnOoql,2024.01.11,?,yeu_victor,revh,0-1,1769,-4,1858,+5,,,revh,1858,yeu_victor,1769,89,C54,Normal,600+0,2024.01.11,20:07:43,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
31ac46e7-d961-4cff-b3ca-d22cb3bd490d,256,Rated rapid game,https://lichess.org/37g8WH5X,2024.01.11,?,viacheslavpushilin,revh,0-1,1883,-6,1850,+8,,,revh,1850,viacheslavpushilin,1883,-33,A00,Normal,600+0,2024.01.11,18:18:50,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
8374c8e4-77f6-4551-9d6a-34818ff3d016,257,Rated rapid game,https://lichess.org/qIKg9VPK,2024.01.11,?,revh,viacheslavpushilin,0-1,1857,-7,1878,+5,,,viacheslavpushilin,1878,revh,1857,21,B06,Normal,600+0,2024.01.11,18:03:54,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
c1deedf3-0460-4490-a609-67748ad4968c,258,Rated rapid game,https://lichess.org/frslHUZ7,2024.01.11,?,viacheslavpushilin,revh,1/2-1/2,1878,+0,1856,+1,,,draw,,draw,,0,A00,Normal,600+0,2024.01.11,17:48:30,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
311ff2c8-6fc0-41e5-a14f-0870b5036c12,259,Rated rapid game,https://lichess.org/AMIoUVnZ,2024.01.11,?,revh,viacheslavpushilin,1-0,1848,+8,1884,-6,,,revh,1848,viacheslavpushilin,1884,-36,B27,Time forfeit,600+0,2024.01.11,17:28:08,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
894c888c-90d6-49bc-ba8e-0625210f9620,260,Rated rapid game,https://lichess.org/pgSO3BfS,2024.01.11,?,revh,andreslvsr,1-0,1839,+9,1885,-6,,,revh,1839,andreslvsr,1885,-46,C62,Normal,600+0,2024.01.11,16:11:12,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
26079c8c-29f2-43a4-879d-781f11e85191,261,Rated rapid game,https://lichess.org/9Hju4t1t,2024.01.11,?,baevalex,revh,1-0,1848,+5,1847,-8,,,baevalex,1848,revh,1847,1,A45,Normal,600+0,2024.01.11,15:56:37,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
4f0c3ec0-7520-464e-a4e7-ab323886076d,262,Rated rapid game,https://lichess.org/1ht0M2vy,2024.01.11,?,revh,PeechesToskana,0-1,1855,-8,1845,+6,,,PeechesToskana,1845,revh,1855,-10,B01,Normal,600+0,2024.01.11,15:49:38,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
a9122f96-5b44-464b-ba56-e99fa0da5b10,263,Rated rapid game,https://lichess.org/KTtFyq6n,2024.01.11,?,revh,Nogard-Mishima,1-0,1849,+6,1770,-5,,,revh,1849,Nogard-Mishima,1770,79,C78,Normal,600+0,2024.01.11,15:35:02,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
4a53b1a0-2fcc-4cfb-b4a0-8f2375181f95,264,Rated rapid game,https://lichess.org/Sc6mkJdB,2024.01.10,?,Ismail_11,revh,0-1,1840,-6,1841,+8,,,revh,1841,Ismail_11,1840,1,C54,Normal,600+0,2024.01.10,20:33:22,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
5112f139-8b0d-4988-a797-9d37150e029b,265,Rated rapid game,https://lichess.org/72OP7y8t,2024.01.10,?,LIMNHOP,revh,0-1,1848,-7,1832,+9,,,revh,1832,LIMNHOP,1848,-16,C70,Normal,600+0,2024.01.10,20:30:11,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
731bfa83-7f78-4afe-8aba-6da2426f57b0,266,Rated rapid game,https://lichess.org/cG8LEoBL,2024.01.10,?,revh,Kowboy1,0-1,1840,-8,1870,+5,,,Kowboy1,1870,revh,1840,30,C60,Normal,600+0,2024.01.10,20:17:07,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
0cbced29-daa2-4165-90de-3c939bfed486,267,Rated rapid game,https://lichess.org/AXlcd0jC,2024.01.09,?,revh,alexkim58,1-0,1831,+9,1837,-6,,,revh,1831,alexkim58,1837,-6,C70,Normal,600+0,2024.01.09,21:47:00,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
f35ce709-38bf-4bf3-b354-09cb8c78f0aa,268,Rated rapid game,https://lichess.org/BptPMY9w,2023.12.21,?,revh,Kai_Vier_plus_Eins,1-0,1824,+7,1846,-7,,,revh,1824,Kai_Vier_plus_Eins,1846,-22,B30,Normal,600+0,2023.12.21,19:54:35,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
b7c60bc5-945f-4705-a04d-69c93d1b489d,269,Rated rapid game,https://lichess.org/rn1InajL,2023.12.21,?,Lulu1001,revh,0-1,1813,-6,1818,+6,,,revh,1818,Lulu1001,1813,5,C54,Normal,600+0,2023.12.21,17:17:12,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
1d7fc3ee-ea2a-4e73-af21-e86d242e77d9,270,Rated rapid game,https://lichess.org/mqfUavkS,2023.12.21,?,dos2009,revh,1-0,1885,+4,1823,-5,,,dos2009,1885,revh,1823,62,A45,Normal,600+0,2023.12.21,17:02:21,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
e6a692f7-60ba-45d9-9705-add4546727ed,271,Rated rapid game,https://lichess.org/4JbhxOXq,2023.12.21,?,revh,abdelrahimmohamed,1-0,1817,+6,1812,-11,,,revh,1817,abdelrahimmohamed,1812,5,B30,Normal,600+0,2023.12.21,16:53:35,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
76823357-d8c1-42fa-a019-ea04aaed6175,272,Rated rapid game,https://lichess.org/Ebe2Blkm,2023.12.21,?,revh,umman72,0-1,1824,-7,1792,+7,,,umman72,1792,revh,1824,-32,C41,Normal,600+0,2023.12.21,16:38:09,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
c608e543-62f4-499d-af22-2ed5349353ca,273,Rated rapid game,https://lichess.org/L5h0YHVI,2023.12.20,?,mortezasalimzadeh013,revh,1-0,1861,+6,1830,-6,,,mortezasalimzadeh013,1861,revh,1830,31,A45,Normal,600+0,2023.12.20,21:20:35,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
24db7f8c-aafa-4f29-a38b-948fcf79c2e2,274,Rated rapid game,https://lichess.org/NDzTsnra,2023.12.20,?,mAtE73,revh,0-1,1847,-6,1823,+7,,,revh,1823,mAtE73,1847,-24,A01,Normal,600+0,2023.12.20,20:47:49,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
9d2724a1-8e97-4593-bf35-1337f159fb3d,275,Rated rapid game,https://lichess.org/roXl3VS5,2023.12.20,?,Pablomagno53,revh,0-1,1810,-6,1816,+7,,,revh,1816,Pablomagno53,1810,6,A04,Normal,600+0,2023.12.20,20:33:34,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
1bfb4626-e3e0-42e5-b519-2d811946c730,276,Rated rapid game,https://lichess.org/ecjzrJNk,2023.12.18,?,Aron-titov,revh,0-1,1801,-5,1810,+6,,,revh,1810,Aron-titov,1801,9,A00,Normal,600+0,2023.12.18,22:37:32,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
6cb9bade-b6f4-4691-b8b9-9cfa0a761e9f,277,Rated rapid game,https://lichess.org/8OmPLuBx,2023.12.18,?,revh,habib96394,1-0,1804,+6,1772,-6,,,revh,1804,habib96394,1772,32,C64,Normal,600+0,2023.12.18,22:36:15,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
fc9bae7d-13aa-4dda-b924-523d3572867a,278,Rated rapid game,https://lichess.org/JnLYDnBQ,2023.12.18,?,blindbeth,revh,0-1,1768,-5,1798,+6,,,revh,1798,blindbeth,1768,30,C50,Normal,600+0,2023.12.18,19:14:15,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ecd7b86d-1b9f-42a2-bda4-18669106e466,279,Rated rapid game,https://lichess.org/LYSsJxUC,2023.12.18,?,revh,hicham39,1/2-1/2,1798,+0,1772,+1,,,draw,,draw,,0,C62,Normal,600+0,2023.12.18,18:59:16,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
cc5b4133-28de-49be-9623-52d7bb51517d,280,Rated rapid game,https://lichess.org/yVtSaLnd,2023.12.18,?,revh,Aldopinto,1-0,1791,+7,1796,-6,,,revh,1791,Aldopinto,1796,-5,B30,Normal,600+0,2023.12.18,18:48:04,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
438f1f7c-a947-46a2-820d-37d50d4173b1,281,Rated rapid game,https://lichess.org/EP7pvQOr,2023.12.18,?,HenryCoolman,revh,1-0,1842,+5,1797,-6,,,HenryCoolman,1842,revh,1797,45,A45,Normal,600+0,2023.12.18,18:40:34,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
f764c0d7-0194-4083-b176-2a8834936af2,282,Rated rapid game,https://lichess.org/vrSx7YhI,2023.12.18,?,revh,Zeus771,0-1,1805,-8,1776,+6,,,Zeus771,1776,revh,1805,-29,C41,Normal,600+0,2023.12.18,18:35:01,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ed3a2f88-3f30-4da3-939d-82674115e9e5,283,Rated rapid game,https://lichess.org/tIXtdD1g,2023.12.07,?,andreas_70,revh,0-1,1775,-6,1800,+5,,,revh,1800,andreas_70,1775,25,E24,Time forfeit,600+0,2023.12.07,22:30:18,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
5f13afaf-38a2-4572-9c61-e19c2316cc55,284,Rated rapid game,https://lichess.org/mrXqqyPu,2023.12.07,?,revh,mamdoohdoulaimi,0-1,1805,-5,1825,+6,,,mamdoohdoulaimi,1825,revh,1805,20,B00,Normal,600+0,2023.12.07,22:23:36,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
1997a7d6-80d0-44d0-989c-5ab7433b77e1,285,Rated rapid game,https://lichess.org/Rc8tdkxh,2023.12.07,?,StrukNYC,revh,0-1,1796,-6,1799,+6,,,revh,1799,StrukNYC,1796,3,C50,Normal,600+0,2023.12.07,22:15:46,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
524e0558-5291-4528-acbf-e3ac4db9406e,286,Rated rapid game,https://lichess.org/9NeVqlyg,2023.12.07,?,revh,samrego,1-0,1793,+6,1800,-14,,,revh,1793,samrego,1800,-7,C42,Normal,600+0,2023.12.07,22:12:15,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
85fddc00-c697-457d-982d-2e070e9813e3,287,Rated rapid game,https://lichess.org/uTMc2jk4,2023.12.07,?,revh,dantecosmas,0-1,1799,-6,1796,+6,,,dantecosmas,1796,revh,1799,-3,C61,Normal,600+0,2023.12.07,22:00:09,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
633b2832-2871-41ba-80a5-e7f56f2aac6c,288,Rated rapid game,https://lichess.org/YNSBpLuN,2023.12.07,?,jifo84,revh,1-0,1765,+6,1806,-7,,,jifo84,1765,revh,1806,-41,C20,Normal,600+0,2023.12.07,21:46:56,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
4e599d9e-2ec4-4f20-be35-3018f911c639,289,Rated rapid game,https://lichess.org/b9NGhUC5,2023.12.07,?,matisko,revh,0-1,1769,-5,1800,+6,,,revh,1800,matisko,1769,31,C50,Normal,600+0,2023.12.07,21:39:55,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
5fae60f2-6e5c-4bb0-91f2-91e1effd2f63,290,Rated rapid game,https://lichess.org/XEuGC8YE,2023.12.05,?,samanmoha,revh,0-1,1875,-7,1793,+7,,,revh,1793,samanmoha,1875,-82,C44,Normal,600+0,2023.12.05,20:07:49,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
7e6e74b1-f056-4559-88b3-79465f60e786,291,Rated rapid game,https://lichess.org/TYsLpDnL,2023.12.05,?,revh,zamox11,0-1,1799,-6,1808,+5,,,zamox11,1808,revh,1799,9,C10,Normal,600+0,2023.12.05,19:52:17,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
baf07bf5-70c8-4c91-9aa0-6f97ce8c117d,292,Rated rapid game,https://lichess.org/DzXWRGfV,2023.12.05,?,revh,yousufer96,1-0,1793,+6,1782,-6,,,revh,1793,yousufer96,1782,11,C64,Normal,600+0,2023.12.05,19:48:27,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ad64ac01-d299-4ecc-99a6-b8dd6f7bfb84,293,Rated rapid game,https://lichess.org/RcWNY87M,2023.12.05,?,boldcheerfulmovie,revh,0-1,1796,-6,1787,+6,,,revh,1787,boldcheerfulmovie,1796,-9,A45,Time forfeit,600+0,2023.12.05,18:48:23,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
23bc9d74-8315-4e15-8de9-3a3f6f1c6377,294,Rated rapid game,https://lichess.org/1llkJCYF,2023.12.04,?,Maxi_King,revh,0-1,1758,-5,1782,+5,,,revh,1782,Maxi_King,1758,24,A01,Normal,600+0,2023.12.04,22:10:05,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
0d0ddd18-0f55-40be-b4c3-f3987afd5640,295,Rated rapid game,https://lichess.org/o9MCxc9w,2023.12.04,?,revh,rpedica,0-1,1786,-4,1866,+6,,,rpedica,1866,revh,1786,80,B00,Time forfeit,600+0,2023.12.04,21:49:33,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
61dec8e2-4479-4d21-9525-1d6bd8f741dc,296,Rated rapid game,https://lichess.org/7WznW3QZ,2023.12.04,?,revh,AmericanRiver,0-1,1791,-5,1861,+5,,,AmericanRiver,1861,revh,1791,70,C66,Normal,600+0,2023.12.04,21:37:45,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ddc2b861-ed3b-408d-a46b-a120e13db397,297,Rated rapid game,https://lichess.org/KJceaqvg,2023.12.04,?,druje,revh,0-1,1713,-5,1786,+5,,,revh,1786,druje,1713,73,A00,Normal,600+0,2023.12.04,21:25:05,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
c427af88-69b2-4450-b415-0b2c8dbf3418,298,Rated rapid game,https://lichess.org/ZJy392qs,2023.12.04,?,revh,jaramirocp,1-0,1780,+6,1775,-6,,,revh,1780,jaramirocp,1775,5,C41,Normal,600+0,2023.12.04,20:48:46,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
4e98fee9-dc52-46bf-af0c-eada66f89b8f,299,Rated rapid game,https://lichess.org/c1N51CKv,2023.12.04,?,revh,ualviv,1-0,1775,+5,1709,-5,,,revh,1775,ualviv,1709,66,C10,Normal,600+0,2023.12.04,20:46:21,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
1a7d45d8-4d90-49c2-ac86-4b0970c83fdd,300,Rated rapid game,https://lichess.org/7WF1ZTkY,2023.12.04,?,Nlveliz,revh,1-0,1804,+5,1781,-6,,,Nlveliz,1804,revh,1781,23,C30,Normal,600+0,2023.12.04,20:33:49,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
bfe362a4-1c95-4bb1-80d7-504c02b1839a,301,Rated rapid game,https://lichess.org/yuJQII2p,2023.12.04,?,CryptoVoodoo,revh,0-1,1754,-6,1775,+6,,,revh,1775,CryptoVoodoo,1754,21,C23,Normal,600+0,2023.12.04,20:21:03,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
dd509826-0336-4e14-8c6c-f6efc6a1fcde,302,Rated rapid game,https://lichess.org/AYCzEA5s,2023.12.04,?,revh,MOVEQUIK,0-1,1782,-7,1771,+6,,,MOVEQUIK,1771,revh,1782,-11,C62,Normal,600+0,2023.12.04,20:13:53,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
61a1bf88-45d0-417f-a3d4-ec7cb44603a4,303,Rated rapid game,https://lichess.org/uuXwnQ0p,2023.12.04,?,ethandibo,revh,0-1,1769,-6,1775,+7,,,revh,1775,ethandibo,1769,6,C54,Normal,600+0,2023.12.04,20:09:59,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
8d3e911d-03d1-4d72-bd46-24007020f89c,304,Rated rapid game,https://lichess.org/f3oPN0Iy,2023.12.04,?,rac122,revh,1-0,1800,+5,1781,-6,,,rac122,1800,revh,1781,19,C44,Normal,600+0,2023.12.04,20:00:57,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
5ac0d223-5fa1-4cf4-ba03-8929017d98af,305,Rated rapid game,https://lichess.org/aqgSBAG6,2023.12.04,?,revh,Tulus119,0-1,1787,-6,1827,+9,,,Tulus119,1827,revh,1787,40,B01,Normal,600+0,2023.12.04,19:49:38,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
20f84c04-9944-4d0c-9d50-0bede0e8545e,306,Rated rapid game,https://lichess.org/r4cHJULt,2023.12.04,?,revh,Nightwish88,1/2-1/2,1787,+0,1789,+0,,,draw,,draw,,0,B30,Normal,600+0,2023.12.04,19:36:58,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ab81ac83-dc9c-42b2-b29b-56972a7d9ff6,307,Rated rapid game,https://lichess.org/MiWbr8oa,2023.11.29,?,OpaRudi,revh,0-1,1782,-6,1781,+6,,,revh,1781,OpaRudi,1782,-1,C30,Normal,600+0,2023.11.29,20:24:48,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
9e62be55-466b-4d75-b57d-a1fc9e8bd8ef,308,Rated rapid game,https://lichess.org/LuMYfRkm,2023.11.29,?,revh,Juergen181069,0-1,1787,-6,1773,+6,,,Juergen181069,1773,revh,1787,-14,C41,Normal,600+0,2023.11.29,20:10:40,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ae838f37-951e-4628-9410-064e5773512b,309,Rated rapid game,https://lichess.org/8Po5arah,2023.11.29,?,Juergen181069,revh,1-0,1766,+7,1794,-7,,,Juergen181069,1766,revh,1794,-28,C50,Normal,600+0,2023.11.29,20:02:14,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
00574010-9979-4499-a205-e6ba13b40ee9,310,Rated rapid game,https://lichess.org/rFaUgMKp,2023.11.29,?,revh,Juergen181069,1-0,1788,+6,1772,-6,,,revh,1788,Juergen181069,1772,16,C41,Normal,600+0,2023.11.29,19:56:19,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
e35728db-384a-4b50-9f39-bc187df62626,311,Rated rapid game,https://lichess.org/AKYNMsPt,2023.11.29,?,le-petit,revh,0-1,1790,-6,1781,+7,,,revh,1781,le-petit,1790,-9,A56,Normal,600+0,2023.11.29,19:43:36,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
9a295fee-96d0-4a37-ba82-aaf974a92e7d,312,Rated rapid game,https://lichess.org/w4wO7sjj,2023.11.29,?,jb90chess,revh,1-0,1829,+5,1787,-6,,,jb90chess,1829,revh,1787,42,C50,Normal,600+0,2023.11.29,19:32:19,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
e7a465bc-c6c0-4868-8166-5e8814529bba,313,Rated rapid game,https://lichess.org/HiruCwxS,2023.11.29,?,revh,Cronos79,0-1,1794,-7,1771,+6,,,Cronos79,1771,revh,1794,-23,A06,Normal,600+0,2023.11.29,19:27:39,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
bf30afef-2246-41ee-af9d-51d3d4139b65,314,Rated rapid game,https://lichess.org/KJosxa8d,2023.11.27,?,trulytenacious,revh,0-1,1763,-5,1788,+6,,,revh,1788,trulytenacious,1763,25,C50,Normal,600+0,2023.11.27,22:06:47,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
72087781-b69c-406f-ad06-62ef40e85c92,315,Rated rapid game,https://lichess.org/75WcIsNC,2023.11.27,?,revh,Tyfonek,1-0,1783,+5,1731,-30,,,revh,1783,Tyfonek,1731,52,C62,Normal,600+0,2023.11.27,21:37:54,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
ce3eafa1-0e59-4b05-b6d2-ec7e9d1f3ceb,316,Rated rapid game,https://lichess.org/CLSnHRKo,2023.11.20,?,revh,YLMZPLT,0-1,1788,-5,1791,+6,,,YLMZPLT,1791,revh,1788,3,B30,Normal,600+0,2023.11.20,20:26:58,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
02d7ba0b-3b4f-454f-a9d9-7b1db73267f2,317,Rated rapid game,https://lichess.org/cnZiqdg9,2023.11.20,?,Simone99K,revh,1/2-1/2,1774,+0,1788,+0,,,draw,,draw,,0,C70,Normal,600+0,2023.11.20,20:13:43,Standard,,2024-08-21T18:46:56+0000,lichess_revh_2024-08-21.pgn
